wavelength_nm,flux_erg_cm^-2_s^-1_nm^-1
3.279826059323640663e+01,0.000000000000000000e+00
3.379828192645364027e+01,0.000000000000000000e+00
3.479831159557424058e+01,0.000000000000000000e+00
3.569834740162124831e+01,0.000000000000000000e+00
3.659838701318623322e+01,0.000000000000000000e+00
3.749843851548670415e+01,0.000000000000000000e+00
3.849850411031844999e+01,0.000000000000000000e+00
3.949858099705926406e+01,0.000000000000000000e+00
4.049866995383133172e+01,0.000000000000000000e+00
4.139876255649114256e+01,0.000000000000000000e+00
4.219885206721305337e+01,0.000000000000000000e+00
4.299895086802923316e+01,0.000000000000000000e+00
4.409910240496201794e+01,0.000000000000000000e+00
4.509925895701103116e+01,0.000000000000000000e+00
4.599941661981661412e+01,0.000000000000000000e+00
4.699960829633234027e+01,0.000000000000000000e+00
4.799982057435254745e+01,0.000000000000000000e+00
4.900005510632833250e+01,0.000000000000000000e+00
5.000031371816321268e+01,0.000000000000000000e+00
5.060047974986771635e+01,0.000000000000000000e+00
5.120065946487899566e+01,0.000000000000000000e+00
5.200091149840714877e+01,0.000000000000000000e+00
5.300125541979571153e+01,0.000000000000000000e+00
5.400163299767848457e+01,0.000000000000000000e+00
5.500204737339046090e+01,0.000000000000000000e+00
5.600250208278831821e+01,0.000000000000000000e+00
5.700300112055860779e+01,0.000000000000000000e+00
5.800354901751538961e+01,0.000000000000000000e+00
5.900415093405504052e+01,0.000000000000000000e+00
6.000481277385381418e+01,0.000000000000000000e+00
6.100554132311292221e+01,0.000000000000000000e+00
6.200634442231243781e+01,0.000000000000000000e+00
6.300723117968730946e+01,0.000000000000000000e+00
6.400821223874893917e+01,0.000000000000000000e+00
6.500930011652204144e+01,0.000000000000000000e+00
6.581026025346791641e+01,0.000000000000000000e+00
6.651116540622197704e+01,0.000000000000000000e+00
6.751259163224139570e+01,0.000000000000000000e+00
6.851419072798319121e+01,0.000000000000000000e+00
6.951599124629997561e+01,0.000000000000000000e+00
7.051802837841749749e+01,0.000000000000000000e+00
7.162059367754841332e+01,0.000000000000000000e+00
7.262328441620508102e+01,0.000000000000000000e+00
7.352606004032168130e+01,0.000000000000000000e+00
7.452962005202562068e+01,0.000000000000000000e+00
7.553380249333554275e+01,0.000000000000000000e+00
7.653877418003035871e+01,0.000000000000000000e+00
7.754476735612161065e+01,0.000000000000000000e+00
7.855211526161087932e+01,0.000000000000000000e+00
7.956131373280298646e+01,0.000000000000000000e+00
8.057313415277889135e+01,0.000000000000000000e+00
8.158884574976403314e+01,0.000000000000000000e+00
8.261069450833380756e+01,0.000000000000000000e+00
8.364306661842145729e+01,0.000000000000000000e+00
8.469583497743971634e+01,0.000000000000000000e+00
8.579684217280923519e+01,0.000000000000000000e+00
8.706691955221062074e+01,0.000000000000000000e+00
8.758558147727097776e+01,0.000000000000000000e+00
8.907737142457651203e+01,0.000000000000000000e+00
9.021800420659785402e+01,0.000000000000000000e+00
9.107195158078505415e+01,0.000000000000000000e+00
9.128453967606203889e+01,0.000000000000000000e+00
9.232326628077134956e+01,0.000000000000000000e+00
9.334856220704764951e+01,0.000000000000000000e+00
9.436635078744565419e+01,0.000000000000000000e+00
9.537951866420354463e+01,0.000000000000000000e+00
9.638964072625613255e+01,0.000000000000000000e+00
9.739764921293101452e+01,0.000000000000000000e+00
9.840413117343888416e+01,0.000000000000000000e+00
9.940947470562862520e+01,0.000000000000000000e+00
1.004139466578331792e+02,0.000000000000000000e+00
1.014177365530564572e+02,0.000000000000000000e+00
1.024209827089122911e+02,0.000000000000000000e+00
1.034237884401271259e+02,0.000000000000000000e+00
1.044262324753018447e+02,0.000000000000000000e+00
1.054283758629371732e+02,0.000000000000000000e+00
1.064302666737584531e+02,0.000000000000000000e+00
1.074319432783442636e+02,0.000000000000000000e+00
1.084334366794808204e+02,0.000000000000000000e+00
1.094347722027499401e+02,0.000000000000000000e+00
1.104359707423773500e+02,5.171703367382732598e-18
1.114370496931484666e+02,2.911125575784493024e-17
1.124380236570088556e+02,4.354098735098347433e-17
1.134389049855000451e+02,6.317865155060024952e-17
1.144397042009126579e+02,7.886629039003168045e-17
1.154404303267342158e+02,8.525003671016870758e-17
1.164410911494507417e+02,1.157862636377921401e-16
1.174416934278612246e+02,1.411124262343952676e-16
1.184422430618679698e+02,1.511356695563305183e-16
1.194427452297036751e+02,8.098091668748405917e-17
1.204432045003787124e+02,5.456634167082084907e-17
1.214436249265363870e+02,0.000000000000000000e+00
1.224440101217226839e+02,5.879863767834144587e-17
1.234443633251962211e+02,2.496048598052350405e-16
1.244446874567408940e+02,5.071397974799804162e-16
1.254449851634428512e+02,8.911776214538237625e-16
1.264452588600216814e+02,9.725555992779265972e-16
1.274455107639971629e+02,1.380686980719426068e-15
1.284457429267952193e+02,1.891275566760947622e-15
1.294459572617024037e+02,2.319147360770704787e-15
1.304461555694932144e+02,2.415947623155271823e-15
1.314463395624765667e+02,3.210633152616113712e-15
1.324465108876846386e+02,3.809164080922414080e-15
1.334466711499369183e+02,4.347984837301412568e-15
1.344468219355710517e+02,5.227114318027050062e-15
1.354469648377425415e+02,5.747404802506854209e-15
1.364471014843767875e+02,6.711832702442382341e-15
1.374472335701306349e+02,7.420894776389621578e-15
1.384473628941356083e+02,8.192415884080165170e-15
1.394474914058752404e+02,9.456779656465403668e-15
1.404476212624693403e+02,1.088033476947605887e-14
1.414477549019268565e+02,1.209190898308084172e-14
1.424478951389507415e+02,1.353405524305060296e-14
1.434480452929483931e+02,1.469868262331800298e-14
1.441481553564926230e+02,1.731428715721211082e-14
1.446482412077108961e+02,1.760707352294756311e-14
1.454483922702473251e+02,1.988214989903035492e-14
1.464486002082447840e+02,2.163238198527894864e-14
1.474488411492083060e+02,2.382147285405695190e-14
1.484491256106703361e+02,2.673898798258961955e-14
1.494494678430526164e+02,3.140242212386964988e-14
1.504498877408750843e+02,3.565961249405544713e-14
1.511502397207632669e+02,3.603588397377635112e-14
1.516505324853037280e+02,4.045897335465955739e-14
1.524510900351100986e+02,5.254767138098353948e-14
1.534519841074698547e+02,9.772738410115518710e-14
1.544532114049880533e+02,1.189342792351352247e-13
1.554549821383191670e+02,1.378566082662950665e-13
1.564577256145628894e+02,1.342585948379750960e-13
1.574624768803175812e+02,1.813366905139555676e-13
1.584725286308500358e+02,2.052274730400904608e-13
1.595069746248584295e+02,2.384799163936556267e-13
1.601262317252262619e+02,2.477485770316012398e-13
1.613980618367248496e+02,2.723217393475734689e-13
1.624188319359794832e+02,2.904072674300287186e-13
1.634263968079103790e+02,3.755904058030385301e-13
1.644302621913279268e+02,4.800042473162481506e-13
1.654325744172024599e+02,3.648094143291567485e-13
1.664340876424971327e+02,5.885487708529234872e-13
1.671348547089960448e+02,4.320202663006368357e-13
1.676353023056050517e+02,6.238559666931158713e-13
1.684358870346308663e+02,9.233366261148195965e-13
1.694364392020168566e+02,1.332465133177402411e-12
1.704368498639244649e+02,3.143934473565819140e-12
1.714371564095783071e+02,8.147074194125540944e-12
1.724373839622192577e+02,1.116171960885462837e-11
1.734375500357114674e+02,1.665240045487619726e-11
1.744376672190083184e+02,1.635155768391091515e-11
1.754377447986980485e+02,2.475388564419711875e-11
1.764377897794335581e+02,1.364567124436046501e-11
1.774378075477542893e+02,2.183796242842566002e-11
1.784378023167206493e+02,2.543012410280666929e-11
1.794377774313991551e+02,3.887793187506028886e-11
1.804377355834981813e+02,2.832849032860630792e-11
1.814376789651968238e+02,2.985632610926129795e-11
1.824376093813654052e+02,2.778647609801570673e-11
1.834375283327498209e+02,2.773425405615843317e-11
1.844374370785262158e+02,1.885718190821023460e-11
1.854373366839640767e+02,2.988815607190063412e-11
1.864372280571790839e+02,4.373676799907557811e-11
1.874371119777862873e+02,4.042093519843953476e-11
1.884369891194637319e+02,4.388241657964379638e-11
1.894368600678935195e+02,5.007620886871461611e-11
1.904367253351375666e+02,4.611115670804135403e-11
1.914365853712660908e+02,5.160386038059044000e-11
1.924364405738229493e+02,4.275427163957501354e-11
1.934362912955891147e+02,1.757269575797522068e-11
1.944361378509904057e+02,5.666070461944633212e-11
1.954359805214209302e+02,6.281803090588862767e-11
1.966357839006838049e+02,7.529370436108757441e-11
1.975356446805409121e+02,7.177397860763294227e-11
1.983354984222053758e+02,6.660953123735230093e-11
1.994353170552847700e+02,7.219038027880334310e-11
2.004351436404936067e+02,6.494023220746947557e-11
2.014349675412115062e+02,6.754157498761972167e-11
2.024347889000423493e+02,5.638745956266272707e-11
2.034346078479324547e+02,8.029520582668372364e-11
2.044344245054256817e+02,9.080884833777218664e-11
2.054342389837557619e+02,8.581221345116502766e-11
2.064340513857994779e+02,8.214523217442687389e-11
2.073338747490141998e+02,9.544284938157013710e-11
2.077338076115441368e+02,1.165379671815747668e-10
2.084336703356569558e+02,1.098978349964850516e-10
2.094334770544585353e+02,1.074912176255888842e-10
2.104332820401661195e+02,1.165665148865334147e-10
2.114330853645633397e+02,1.369775803241223741e-10
2.124328870948167207e+02,1.317448157544135563e-10
2.134326872938752331e+02,1.144187890325915458e-10
2.144324860208319024e+02,1.484182679676535916e-10
2.154322833312378975e+02,1.517308549506552239e-10
2.164320792773939104e+02,1.368726022066376053e-10
2.174318739086074856e+02,1.399228794895498700e-10
2.184316672714260221e+02,1.660962033663377292e-10
2.194314594098469513e+02,1.808046536315295754e-10
2.204312503655083333e+02,1.695686297455449099e-10
2.214310401778612629e+02,1.371008613668354437e-10
2.224308288843271271e+02,1.474248617464628563e-10
2.234306165204398553e+02,1.904314082722955731e-10
2.244304031199765177e+02,1.775327764753572846e-10
2.254301887150751043e+02,1.428729168196786757e-10
2.264299733363473877e+02,1.403674126274259372e-10
2.274297570129724591e+02,1.643686914900596616e-10
2.284295397727924808e+02,1.905924438573419758e-10
2.294293216423955926e+02,1.624148016357295147e-10
2.304291026471934742e+02,1.910033272191588158e-10
2.314288828114928549e+02,1.787071753860831649e-10
2.324286621585611101e+02,1.749268152871036764e-10
2.334284407106875676e+02,1.273516392162425390e-10
2.344282184892397254e+02,8.505837514910587161e-11
2.354279955147154055e+02,1.671586720609773542e-10
2.364277718067916396e+02,9.546578525817366503e-11
2.374275473843683244e+02,1.337170605740285911e-10
2.384273222656143787e+02,7.021500203089659290e-11
2.394270964680009399e+02,9.714550215535343379e-11
2.404268700083414387e+02,9.677679837494767279e-11
2.414266429028247387e+02,1.140092358638898220e-10
2.424264151670469687e+02,1.896822057375455226e-10
2.434261868160409392e+02,1.859456780304650242e-10
2.444259578643041664e+02,2.201667762941246954e-10
2.454257283258250482e+02,2.273764979680369418e-10
2.464254982141067671e+02,2.187754943968472816e-10
2.474252675421909373e+02,1.946713944995104371e-10
2.484250363226784089e+02,1.648234788724614975e-10
2.494248045677499590e+02,1.679652302308780146e-10
2.504245722891844252e+02,2.468107886352369327e-10
2.512243891480330547e+02,1.549033049246652408e-10
2.517242726139580213e+02,1.308980825331273393e-10
2.524241062063680090e+02,1.142014663032099394e-10
2.534238724238267935e+02,1.103882620391279932e-10
2.544236381611024171e+02,1.226212727956192226e-10
2.554234034282192169e+02,1.885461856063584399e-10
2.564231682348944332e+02,1.755269653966382086e-10
2.574229325905504311e+02,2.294127729886969427e-10
2.584226965043276323e+02,2.216395077472953893e-10
2.594224599850947470e+02,2.094879759534490538e-10
2.604222230414608248e+02,1.825489687876284072e-10
2.614219856817849177e+02,1.650828521479572326e-10
2.624217479141850049e+02,2.338790056863162377e-10
2.634215097465513509e+02,3.110548247179999779e-10
2.644212711865491201e+02,4.144847738100130820e-10
2.654210322416312238e+02,4.763229741216896812e-10
2.664207929190447999e+02,3.565899007675112414e-10
2.674205532258392850e+02,4.106779507443719651e-10
2.684203131688732356e+02,4.377145743990806250e-10
2.694200727548218310e+02,3.601414767984669590e-10
2.704198319901827290e+02,4.163866856513927531e-10
2.714195908812831135e+02,3.398415585354961724e-10
2.724193494342852091e+02,3.432122141058740988e-10
2.734191076551921924e+02,3.843845913631923522e-10
2.744188655498536491e+02,2.260185637233220535e-10
2.754186231239698941e+02,2.906202119494085158e-10
2.764183803831008959e+02,3.547964621979937884e-10
2.774181373326651965e+02,4.091530819022147267e-10
2.784178939779486086e+02,2.776727299764214703e-10
2.794176503241070009e+02,9.024408310812606551e-11
2.804174063761714137e+02,1.240959164927734737e-10
2.814171621390515838e+02,4.156577698836647834e-10
2.824169176175398661e+02,5.430907167716540025e-10
2.834166728163150424e+02,5.190254380598931301e-10
2.844164277399459024e+02,4.630615850611713299e-10
2.854161823928947115e+02,2.938095560544473739e-10
2.864159367795202229e+02,5.366555766921612299e-10
2.874156909040815435e+02,5.663291643797330861e-10
2.884154447707391000e+02,5.404536851946376724e-10
2.894151983835627107e+02,5.517205578969555855e-10
2.909148283355316948e+02,6.868111876187010334e-10
2.929143340861101592e+02,6.411231659573254781e-10
2.949138388901175176e+02,6.402395410805171572e-10
2.969133427760299355e+02,7.058410904671419902e-10
2.989128457711136662e+02,7.105194520033735135e-10
3.009123479014962186e+02,7.533397283867694445e-10
3.029118491922275780e+02,7.574618607840171926e-10
3.049113496673383565e+02,7.892233325282045816e-10
3.069108493498923735e+02,8.149962771660881666e-10
3.089103482620422483e+02,8.400971206437847615e-10
3.109098464250699294e+02,8.415597865392798373e-10
3.129093438594350118e+02,8.490358036283061630e-10
3.149088405848156071e+02,8.653892890276917772e-10
3.169083366201467129e+02,8.970737485239386324e-10
3.189078319836557966e+02,8.302853820146830952e-10
3.209073266929013357e+02,8.980179376473816969e-10
3.229068207647985105e+02,8.185374203169435915e-10
3.249063142156538788e+02,9.310369189648209481e-10
3.269058070611926041e+02,1.017593521334092157e-09
3.289052993165855128e+02,1.023126418226140684e-09
3.309047909964741052e+02,1.061319787579556728e-09
3.329042821149936344e+02,1.057277586676232696e-09
3.349037726857999360e+02,1.057803996769058832e-09
3.369032627220842642e+02,1.010262538531283672e-09
3.389027522365973937e+02,1.067524327181564979e-09
3.409022412416683210e+02,1.074781931899963970e-09
3.429017297492215448e+02,1.108410492742861854e-09
3.449012177707939486e+02,1.130373760541610046e-09
3.469007053175542410e+02,1.139119843130967543e-09
3.489001924003125055e+02,1.172901183230901543e-09
3.508996790295394703e+02,1.215713575683944193e-09
3.528991652153783889e+02,1.187655790568898299e-09
3.548986509676586820e+02,1.307175860440274731e-09
3.568981362959074204e+02,1.189098893364092449e-09
3.588976212093653544e+02,1.188514529958434567e-09
3.608971057169918026e+02,1.231051291001257631e-09
3.628965898274796587e+02,1.255735639872402287e-09
3.638963317364426757e+02,1.260907476347367785e-09
3.648960735492649405e+02,1.380037132021229846e-09
3.668955568905359996e+02,1.373800391939562587e-09
3.688950398592424449e+02,1.355811311842205607e-09
3.708945224631073643e+02,1.401893175054103799e-09
3.728940047096303374e+02,1.336037581424978917e-09
3.748934866060993158e+02,1.490792604747326206e-09
3.768929681595973875e+02,1.616653902836747253e-09
3.788924493770103368e+02,1.781901919077102277e-09
3.808919302650322720e+02,1.953621302390924741e-09
3.828914108301768238e+02,1.588134197563094141e-09
3.848908910787771447e+02,2.055442894032433044e-09
3.868903710169968235e+02,2.169801983800485278e-09
3.888898506508340347e+02,1.787941423027444696e-09
3.908893299861275636e+02,2.192107849492566393e-09
3.928888090285621502e+02,1.539297984716611508e-09
3.948882877836726379e+02,2.141060166894704609e-09
3.968877662568535811e+02,1.521021349073361468e-09
3.988872444533566295e+02,2.381812312657007753e-09
4.008867223783006466e+02,2.534911380435956683e-09
4.028862000366743246e+02,2.558548819721445415e-09
4.048856774333402200e+02,2.534723535617062096e-09
4.068851545730385055e+02,2.521658562104692363e-09
4.088846314603941892e+02,2.478080868686113487e-09
4.108841080999154656e+02,2.212385123056633186e-09
4.128835844960006511e+02,2.641516622290990890e-09
4.148830606529410829e+02,2.740866760296754672e-09
4.168825365749247567e+02,2.747335924821904799e-09
4.188820122660376910e+02,2.736946346665236476e-09
4.208814877302717150e+02,2.764902232508820231e-09
4.228809629715208871e+02,2.697230618935559247e-09
4.248804379935891120e+02,2.785550426697632173e-09
4.268799128001908798e+02,2.759305822404235243e-09
4.288793873949548470e+02,2.710475819147397566e-09
4.308788617814250870e+02,2.538845078694447789e-09
4.328783359630668883e+02,2.616947864343238494e-09
4.348778099432644240e+02,2.411885756479004563e-09
4.368772837253257535e+02,2.940438344260619027e-09
4.388767573124850969e+02,2.897230317982682791e-09
4.408762307079039715e+02,2.923425339064007530e-09
4.428757039146741477e+02,2.955545100693007247e-09
4.448751769358178763e+02,2.967225154614633846e-09
4.468746497742948236e+02,3.022064867319416366e-09
4.488741224329962165e+02,3.047905439336798460e-09
4.508735949147527435e+02,3.197760154875002976e-09
4.528730672223335318e+02,3.058483523632014758e-09
4.548725393584484777e+02,3.099877631764225535e-09
4.568720113257493836e+02,3.238171622156692270e-09
4.588714831268345620e+02,3.146210111238224350e-09
4.608709547642450275e+02,3.225053783472329707e-09
4.628704262404695555e+02,3.198045089740410024e-09
4.648698975579454782e+02,3.243778698590517468e-09
4.668693687190592527e+02,3.301919932817971503e-09
4.688688397261483942e+02,3.265051098063230576e-09
4.708683105815048293e+02,3.175124882516772201e-09
4.728677812873712583e+02,3.322844669364834471e-09
4.748672518459460434e+02,3.353581736068075344e-09
4.768667222593840052e+02,3.358322905997615031e-09
4.788661925297964217e+02,3.361649596899212294e-09
4.808656626592517682e+02,3.365536220249536875e-09
4.828651326497805485e+02,3.359409281977799372e-09
4.848646025033711453e+02,3.093300284732973677e-09
4.868640722219735153e+02,2.692163640945526190e-09
4.888635418074998711e+02,3.304595968614485276e-09
4.908630112618255339e+02,3.359431507791398973e-09
4.928624805867898431e+02,3.330880571221317529e-09
4.948619497841963266e+02,3.420180857445488194e-09
4.968614188558165665e+02,3.476801287166058114e-09
4.988608878033865039e+02,3.349783658605507237e-09
5.008603566286096793e+02,3.285438471279611379e-09
5.028598253331581986e+02,3.433183599120338332e-09
5.048592939186730177e+02,3.420968408975754128e-09
5.068587623867637149e+02,3.512970405547045727e-09
5.088582307390132087e+02,3.469383435625534624e-09
5.108576989769723014e+02,3.509647661478336872e-09
5.128571671021649081e+02,3.476107759472930288e-09
5.148566351160865224e+02,3.427287833521730259e-09
5.168561030202067741e+02,3.335447849002774455e-09
5.188555708159668711e+02,3.340947816904924173e-09
5.208550385047859663e+02,3.448152341719931429e-09
5.228545060880544497e+02,3.486465093529004890e-09
5.248539735671396329e+02,3.574291320938844367e-09
5.268534409433843848e+02,3.355988659074376143e-09
5.288529082181082686e+02,3.567869109630920666e-09
5.308523753926076552e+02,3.607528074365050017e-09
5.328518424681553824e+02,3.458619055471560596e-09
5.348513094460055299e+02,3.599337960471683730e-09
5.368507763273876208e+02,3.592944171707587783e-09
5.388502431135109418e+02,3.599575640957142793e-09
5.408497098055640890e+02,3.542525034627892468e-09
5.428491764047158767e+02,3.613497753975703498e-09
5.448486429121143146e+02,3.658487108247669155e-09
5.468481093288909278e+02,3.645729657389042156e-09
5.488475756561554135e+02,3.658541670476112193e-09
5.508470418949999612e+02,3.678512369479609880e-09
5.528465080464991388e+02,3.678398054007220057e-09
5.548459741117088697e+02,3.725118916693208812e-09
5.568454400916677969e+02,3.675437638804944572e-09
5.588449059873998976e+02,3.662383122025388296e-09
5.608443717999092542e+02,3.700635598932685129e-09
5.628438375301855103e+02,3.743071277982268976e-09
5.648433031792017118e+02,3.742599772579550632e-09
5.668427687479158976e+02,3.709184230210329934e-09
5.688422342372690537e+02,3.747096250783614312e-09
5.708416996481905699e+02,3.732764211005187584e-09
5.728411649815922146e+02,3.825142007466353173e-09
5.748406302383721140e+02,3.787011274402749261e-09
5.768400954194142969e+02,3.809982653502760955e-09
5.788395605255894907e+02,3.795548112136496934e-09
5.808390255577542121e+02,3.822069092921079244e-09
5.828384905167508805e+02,3.842851907347423526e-09
5.848379554034116836e+02,3.814269912010236777e-09
5.868374202185538024e+02,3.827342072093151235e-09
5.888368849629819124e+02,3.738689118074055785e-09
5.908363496374892065e+02,3.834973000558834710e-09
5.928358142428562587e+02,3.838278930371656484e-09
5.948352787798513646e+02,3.852798336874237722e-09
5.968347432492337248e+02,3.857554367061118696e-09
5.988342076517482155e+02,3.850616481734424575e-09
6.008336719881302770e+02,3.834487436755497197e-09
6.028331362591034122e+02,3.837160105419931850e-09
6.048326004653807786e+02,3.878964642057808647e-09
6.068320646076645062e+02,3.884996052198395543e-09
6.088315286866487668e+02,3.865171514371130179e-09
6.108309927030146582e+02,3.851251799517471704e-09
6.128304566574346381e+02,3.795236907380550098e-09
6.148299205505711598e+02,3.808345988605900101e-09
6.168293843830770129e+02,3.782705435736785170e-09
6.188288481555948692e+02,3.874904488468802114e-09
6.208283118687609203e+02,3.888547873583786062e-09
6.228277755231995343e+02,3.853317958781108937e-09
6.248272391195266664e+02,3.789137790166028679e-09
6.268267026583500865e+02,3.894615847467664578e-09
6.288261661402686968e+02,3.903444422434828630e-09
6.308256295658728732e+02,3.855212003047405532e-09
6.328250929357438963e+02,3.870687678289970765e-09
6.348245562504579311e+02,3.879090275568565672e-09
6.368240195105798875e+02,3.881221756663589691e-09
6.388234827166681953e+02,3.896239647299684681e-09
6.408229458692732123e+02,3.856443259126784736e-09
6.428224089689377934e+02,3.882226219029139209e-09
6.448218720161968349e+02,3.859594026194852001e-09
6.468213350115797766e+02,3.873399716972776084e-09
6.488207979556070768e+02,3.841956887177875890e-09
6.508202608487923726e+02,3.883341961540635055e-09
6.528197236916427073e+02,3.871210723273160525e-09
6.548191864846583030e+02,3.675702601057368470e-09
6.568186492283314237e+02,3.149686704398574153e-09
6.588181119231506955e+02,3.818910481598213928e-09
6.608175745695955356e+02,3.901473002796407203e-09
6.628170371681402457e+02,3.913456856218178960e-09
6.648164997192517376e+02,3.920256951611819042e-09
6.668159622233922619e+02,3.904571046877402922e-09
6.688154246810165660e+02,3.932691766154823851e-09
6.708148870925734855e+02,3.918066753731691013e-09
6.728143494585082180e+02,3.931893833166025167e-09
6.748138117792584580e+02,3.919038421785189492e-09
6.768132740552550786e+02,3.929326850450470097e-09
6.788127362869256558e+02,3.928147787767126650e-09
6.808121984746909447e+02,3.923275269240364829e-09
6.828116606189655613e+02,3.930035748546929968e-09
6.848111227201618476e+02,3.910184264059607013e-09
6.868105847786841878e+02,3.927849978144263465e-09
6.888100467949321910e+02,3.932562046076414913e-09
6.908095087693009191e+02,3.928886475452680979e-09
6.928089707021796357e+02,3.929749588553874912e-09
6.948084325939546488e+02,3.929307814651771269e-09
6.968078944450060135e+02,3.929934968127076881e-09
6.988073562557086689e+02,3.934232284487400015e-09
7.008068180264338025e+02,3.892723784479654159e-09
7.028062797575473724e+02,3.919253565303148196e-09
7.048057414494111299e+02,3.928645480985827858e-09
7.068052031023810287e+02,3.922864706900093845e-09
7.088046647168123400e+02,3.921790938825066877e-09
7.108041262930526045e+02,3.901129175611579187e-09
7.128035878314457250e+02,3.904024832950013651e-09
7.148030493323319661e+02,3.900303117566198587e-09
7.168025107960473861e+02,3.899048423868517846e-09
7.188019722229227000e+02,3.872008650160105910e-09
7.208014336132880544e+02,3.895223136178451673e-09
7.228008949674662063e+02,3.899630218769482246e-09
7.248003562857775250e+02,3.909858871813874023e-09
7.267998175685378328e+02,3.913051552835224337e-09
7.287992788160602231e+02,3.875192828800732586e-09
7.307987400286530146e+02,3.898976163563953545e-09
7.327982012066206607e+02,3.894532246153508497e-09
7.347976623502665916e+02,3.911691388397483924e-09
7.367971234598882120e+02,3.912260357846249824e-09
7.387965845357791750e+02,3.876355669796030482e-09
7.407960455782315421e+02,3.850607067390323108e-09
7.427955065875324863e+02,3.872636802103480791e-09
7.447949675639658835e+02,3.881759009110815975e-09
7.467944285078143594e+02,3.891642393738917282e-09
7.487938894193548549e+02,3.879765818118885537e-09
7.507933502988622649e+02,3.886252940661146193e-09
7.527928111466076189e+02,3.892900242958516826e-09
7.547922719628601271e+02,3.901923382924954349e-09
7.567917327478833158e+02,3.888690527815254106e-09
7.587911935019423026e+02,3.889623924322102395e-09
7.607906542252947020e+02,3.883086109434104153e-09
7.627901149181976734e+02,3.891413757753949975e-09
7.647895755809042839e+02,3.881944464058553354e-09
7.667890362136654403e+02,3.842261774143227076e-09
7.687884968167290936e+02,3.873955492229277083e-09
7.707879573903393293e+02,3.860838789609222368e-09
7.727874179347406880e+02,3.875809748674050986e-09
7.747868784501717982e+02,3.853243114951089786e-09
7.767863389368698108e+02,3.841457894116919266e-09
7.787857993950692617e+02,3.881576171921179757e-09
7.807852598250018445e+02,3.872982664510433341e-09
7.827847202268964111e+02,3.853024770591811279e-09
7.847841806009811307e+02,3.853787856685322022e-09
7.867836409474799666e+02,3.867107366766694054e-09
7.887831012666144943e+02,3.863078756523304175e-09
7.907825615586043568e+02,3.855375750102054512e-09
7.927820218236670371e+02,3.817699486542567187e-09
7.947814820620158116e+02,3.829675857676635069e-09
