rho_core_over_rho_core_sun,BP_RP_model,M_G_model,log10_g_cm_s2,T_photo_K
0.01,-0.2254185257720836,4.976179097688378,3.586440795606562,15348.645540744488
0.01,0.13503217138929155,11.378958631635506,2.832233187292876,8372.181016813058
0.01,0.083727258258421,10.310705538738041,2.9933720925415175,8892.56743055117
0.01,0.04294422022163991,9.450807364949075,3.1189116422374132,9379.873804891022
0.01,-0.022407032340788675,8.317117623767079,3.2621275956814886,10327.94045566087
0.01,-0.09283976588518095,7.4493560985806955,3.3313917740014647,11643.43439949084
0.01,-0.15514689546440766,6.612206184926802,3.393782868425391,13143.53510416712
0.01,-0.21036451298533856,5.789658147642063,3.45395792851996,14821.619912209992
0.01,-0.2598849895528094,4.9776028259926965,3.513255177102794,16687.73671988076
0.01,-0.19423571655127606,6.818695719493205,3.279590790314275,14292.053177212589
0.01,-0.2465372841439272,5.927723092794411,3.352021909537452,16145.965305831762
0.1,2.162899181438131,27.193386402415648,3.1073741246578197,505.6708716313823
0.1,2.140669270122531,26.226667012642302,3.211918193788554,559.9570355469276
0.1,2.087796169867349,24.315797032068318,3.393766900171461,705.1552108234995
0.1,2.0685556445679096,23.734395067159127,3.440998174265858,763.73877940891
0.1,2.0292166635301343,22.62070189078665,3.527580523991726,893.1821837097909
0.1,2.010243964728338,22.09462708456244,3.569874431917305,960.2455754236162
0.1,1.9919272055807993,21.590167471708277,3.6117936953076484,1027.8269679937919
0.1,1.956138768166892,20.61065167387398,3.6968606852007353,1167.7763828639393
0.1,1.9088212923296457,19.477790888379225,3.7856696995414247,1368.2613570469332
0.1,1.8842519552733539,18.914837036865748,3.8306027952987884,1478.9089091735184
0.1,1.8613882554584786,18.38612924493414,3.875963050521338,1585.6246389972764
0.1,1.8398265613655242,17.883055440912813,3.921407044158817,1689.3695861350275
0.1,1.8207200454719517,17.422625596641737,3.96642155413842,1783.6510146270218
0.1,1.8033271429712092,16.990640315674526,4.011329123028794,1871.2585999907692
0.1,1.7116290330223405,14.880371583881276,4.233155918799442,2355.8449585119047
0.1,1.6920081012034398,14.46722429620248,4.277371789009942,2463.210387710556
0.1,1.6710263622475423,14.047263910535799,4.321341288206097,2578.912110056493
0.1,1.5969684439381193,12.745807989105245,4.453080217845813,2990.6008395860863
0.1,1.4350874782691505,10.777911934658366,4.624748925552435,3860.773946485028
0.1,1.2048402184188483,9.184869032958456,4.741375173374513,4870.404778975352
0.1,2.1131855849748353,25.866180889800226,3.178213418840453,632.5667691845769
0.1,2.0109180287252015,22.66031745935802,3.4588637855513964,957.8115463150625
0.1,1.987685523497521,22.05678945674787,3.5048932662369383,1043.8711455608432
0.1,1.9636314633833687,21.452419018027207,3.5512044505489966,1137.6234479091227
0.1,1.9392390280246892,20.85678025240673,3.597291741833502,1237.4104256332048
0.1,1.9150879735334498,20.277783549892,3.6435632156455564,1340.7366835761272
0.1,1.8923905521496232,19.730007514479354,3.689930327996339,1441.7825419681983
0.1,1.8702120239208728,19.201192695038614,3.7361923156238195,1544.02590906228
0.1,1.8316376277056565,18.249344018336366,3.827811255057224,1729.5173467126015
0.1,1.7601928484423082,16.511629431304833,4.008847588586428,2095.0095605289403
0.1,1.704780683981064,15.257755107923368,4.1440376965864605,2393.212985084155
0.1,1.6405602274220756,13.994578910231281,4.276887261903312,2747.9942973359775
0.1,1.6136181962925784,13.543263036757354,4.321021343849717,2897.9729427073325
0.1,1.463113511655978,11.538108676479055,4.50566659573835,3716.557229669749
0.1,1.2704858519217141,9.944854683003186,4.635635249885425,4618.397160617664
0.1,0.44798584370802197,7.561257606026695,4.801661889001065,6605.365151960391
0.1,2.0959553242575932,26.07893011195199,3.071356781983784,681.2453154974207
0.1,2.063636222163431,24.921006134718937,3.1862365524807164,779.2151920480782
0.1,2.0419608689142783,24.23154801303729,3.24879703957837,849.8253591553386
0.1,2.0188662791879817,23.58114082613585,3.3011063933966405,929.395727985623
0.1,1.9940618314317586,22.960676738179295,3.3443789425850214,1019.8085805534462
0.1,1.923281970413733,21.16726506691137,3.488734963112375,1305.186097778367
0.1,1.8813692276742113,20.104908852487824,3.58523311638264,1492.1694785934858
0.1,1.8456718992374683,19.162515446230692,3.680476753150078,1660.9584862116283
0.1,1.8300251786688972,18.733414641155775,3.7271430279596096,1737.4693074326547
0.1,1.7710039637390382,17.326391554655274,3.869719616968373,2038.13501271029
0.1,1.6988388787118898,15.653737672599524,4.0533377341261145,2425.729138905123
0.1,1.6778840904669043,15.226829294581224,4.0982979144464355,2541.0109549415088
0.1,1.6558955357839111,14.798681043949847,4.1431822216223315,2662.7681295029647
0.1,1.5357056636489914,12.942972493260259,4.320642447024113,3328.5943958574735
0.1,1.4943731801139608,12.44011802344847,4.364707827215883,3551.7401364561106
0.1,1.1962580003055967,9.909158202346422,4.591320643264991,4901.106895670123
0.1,0.9984640474714312,9.113519352517637,4.654371008925869,5473.713378256002
0.1,1.9853926649154996,23.457434123218633,3.2175742055068195,1052.6052194578501
0.1,1.960688671173084,22.917177488034596,3.2493716290675048,1149.4129079659842
0.1,1.93747807013883,22.3170288253337,3.3000900186411757,1244.7942214708596
0.1,1.9155159093041925,21.72816569269247,3.354616309953075,1338.8676609053655
0.1,1.8959565718559002,21.187303894856036,3.4082104574268124,1425.6617747814014
0.1,1.8786614074186292,20.69649482262173,3.4594382727175694,1504.6773892576746
0.1,1.8178205443571953,19.12082545140734,3.6197690824431437,1798.1413515656725
0.1,1.7988546206368687,18.632334757848824,3.67243184135584,1894.0452894919338
0.1,1.7633822379408512,17.72642252151605,3.773201623552185,2078.180044059041
0.1,1.7481268473659717,17.319148026223132,3.8211740780176227,2159.0450920940207
0.1,1.668576481458119,15.59827452834753,4.006711603178136,2592.4693677775754
0.1,1.6458319061065618,15.161528349085645,4.052544575704051,2718.6767189107813
0.1,1.5911995592422568,14.252701111707902,4.1424659694156265,3022.65315239117
0.1,1.5554482919053976,13.754624149133603,4.187098391710668,3220.387475497574
0.1,1.5155919504533932,13.24747137754474,4.23156501981118,3437.8330169292863
0.1,1.427373047888981,12.257825550526523,4.32002277864387,3899.8149524734404
0.1,1.24225465984827,10.675304321149202,4.468576268808343,4730.490924139179
0.1,0.8275155404133446,9.078066842903361,4.6095377755554185,5810.964910892242
0.1,1.9173070297456414,22.742155585542065,3.156641262082597,1331.0596303222455
0.1,1.8916215996705263,22.01784784074156,3.230309060448512,1445.2704912203199
0.1,1.867704640974164,21.32507025397434,3.3046266829833693,1555.7946006733735
0.1,1.846142431722989,20.69198144141859,3.3759113341590643,1658.6805705081174
0.1,1.8263362734483526,20.10228857326731,3.4443988251979567,1755.718246591496
0.1,1.7917868299821857,19.09703486041601,3.563183782800732,1930.2605211236719
0.1,1.7758924762764714,18.650352092838297,3.6161251624171276,2012.5829258256376
0.1,1.7423920185798236,17.77460085994729,3.7177471019173165,2189.6738801480255
0.1,1.6363790496487463,15.545968935744659,3.95929941685091,2771.2583612215794
0.1,1.6074416875645456,15.069379867879151,4.005309042194925,2932.350564078271
0.1,1.5734334967210477,14.569127674810813,4.051087824803949,3121.144837346929
0.1,1.5348698260109968,14.05901519174673,4.096334281191597,3333.1555137565033
0.1,1.3528664115525146,12.101054462652641,4.274417015300806,4260.194780349843
0.1,1.2946147850230403,11.625612521658315,4.318799143961662,4518.2000536614705
0.1,0.9807112694537992,9.837872303914548,4.503100222479818,5513.945548230153
0.1,1.8426561095276723,21.480198380561923,3.2093654415456845,1675.5906400219085
0.1,1.8069888507486123,20.309878921179028,3.356093387616803,1852.6800053028358
0.1,1.7510439402819247,18.719323305775653,3.5473339953611287,2143.512130309749
0.1,1.675082461383191,16.865800509439282,3.7651494132633427,2556.4859467605156
0.1,1.5538583628525335,14.888479823968177,3.957636809548111,3229.132731040375
0.1,1.4752846783412588,13.89497440892283,4.0494720227910435,3652.845880729738
0.1,1.4305117225462298,13.404201895003032,4.094394723946859,3883.966584647146
0.1,1.152156669517429,11.143265718687392,4.318371256376654,5050.7603402506875
0.1,1.0604041077367723,10.603804311385492,4.38091104212274,5320.3961545237735
0.1,0.808918559359632,9.802184868385211,4.459771965648901,5843.0184023363845
0.1,1.8081504614496577,21.54868306550641,3.1112138266692924,1846.8010052185589
0.1,1.7839041512289762,20.675599001538046,3.2289622587150872,1970.939426146743
0.1,1.746008306919061,19.3506204598726,3.410512837522874,2170.3458586451093
0.1,1.7272681331454574,18.8010413383984,3.4811806800691247,2270.9972940823322
0.1,1.6888643493213726,17.82741675949218,3.5990350940974682,2480.4940658101723
0.1,1.664971082862727,17.32169012822424,3.655351142203951,2612.4362316810398
0.1,1.6371507569554855,16.801244531916673,3.709439189840614,2766.963957815257
0.1,1.571896794978996,15.753341175121703,3.8119988170961134,3129.644959455923
0.1,1.401826956619868,13.722769592021356,3.9992028259191823,4026.9046625885917
0.1,1.1870767311148394,11.926420502306215,4.1821892026901395,4933.379189589541
0.1,1.7281543104536137,19.718386601014203,3.2991515430199208,2266.211413801975
0.1,1.7040409199053148,19.039592755858244,3.3864714952504777,2397.2566464102656
0.1,1.6522525221632747,17.828277000218336,3.530745742394045,2682.9966586488094
0.1,1.555811519708359,16.17477294065906,3.703256287971235,3218.388877988335
0.1,1.472532610710642,15.111968816972892,3.8024772420296373,3667.305562669614
0.1,1.4216431424687648,14.572048654089256,3.850778681063243,3928.6186744607726
0.1,1.2667516762261364,13.139135473545805,3.993971472445799,4633.543766140959
0.1,1.159979643888687,12.314942364496087,4.088562349957428,5025.196634188766
0.1,1.6792892893514044,19.401778515684136,3.2660413945922415,2533.2541666020993
0.1,1.6476038373929114,18.615414699262068,3.365114400347095,2708.826633288003
0.1,1.6152488615968517,17.94224285989644,3.443798590314609,2888.894939039315
0.1,1.4898618776678412,16.091442765647912,3.628778584105031,3575.758723174411
0.1,1.4404706423159723,15.516774640455056,3.6830409038806966,3833.3577214147667
0.1,1.3450294812388561,14.49323632353815,3.7887102302444573,4296.188281524593
0.1,1.2896756333512964,13.99743366811254,3.8403515046489485,4539.036027067326
0.1,0.9750979336935399,11.910535369331921,4.086835486541336,5526.353388876679
0.1,0.5481814270064859,10.496167988107974,4.251440928976299,6331.274979368619
0.1,0.20575953175999853,8.901257614340821,4.389923027451459,7792.8701045418975
0.1,1.5689973115969063,18.20433283442447,3.317398945811203,3145.673539164476
0.1,1.5170073299354863,17.42305644774516,3.3982659273682136,3430.183653636862
0.1,1.41731846032471,16.1012224179619,3.539952365292379,3950.2464555848055
0.1,1.3663814520013355,15.537159214521344,3.6002776739248317,4197.225023762518
0.1,1.3119450798529186,14.983933843244335,3.6613450638775884,4443.782627159616
0.1,1.2595431721654173,14.473886753890683,3.721530125888557,4662.507992844506
0.1,1.2053785995828543,13.999468457273759,3.778904277351658,4868.46148701905
0.1,0.9274530782685322,12.3260590166534,3.9881767046716727,5626.151439183467
0.1,0.2630501902392255,9.659959949623545,4.281291443215873,7417.762550629658
0.1,1.4148005128354437,17.1162914153877,3.3342582734388726,3962.7936770696087
0.1,1.0527568747579936,13.636176339126623,3.7711615243725625,5340.490275312034
0.1,0.7458135718867932,12.351057541844437,3.9343812293775224,5950.014972941978
0.1,0.509061466389395,11.512449569395383,4.034828388184848,6428.651363597474
0.1,0.3136546463680951,10.425932106990192,4.160679570624468,7142.823113811444
0.1,-0.07226377700204198,7.2495519157247195,4.403420259013158,11222.308248474794
0.1,1.0969634808777962,14.813625365526038,3.555735266305537,5219.436068503907
0.1,0.5544459441421314,12.381114361873731,3.876546594323421,6316.644875767042
0.1,0.38734928049113204,11.520527941015128,3.9820057372004465,6818.461063035679
0.1,0.23311329851678814,10.392750080655293,4.112880016205056,7604.474740895094
0.1,0.13574832773563103,9.589407179389802,4.190893518669123,8365.56520584665
0.1,0.045673083656692606,8.79484519687561,4.253619885384527,9344.986792610833
0.1,-0.03428118174738877,8.003397171743918,4.308349979935323,10526.059970650365
0.1,-0.17154656464810866,6.428673127953768,4.400655017437709,13603.520961935727
0.1,0.9886970035791163,15.212841650274163,3.430932830415016,5496.037326213618
0.1,0.8723744775191171,14.529313531475497,3.5312509978587423,5731.220258354723
0.1,0.6010682825620102,13.402550404739111,3.6862623211878933,6214.838023280778
0.1,0.4931676879301313,12.899961779664116,3.751684693859973,6471.493979712761
0.1,0.3543644272188902,11.993280547930539,3.8706278224576387,6953.701559722551
0.1,0.24767800355752173,11.112305899847808,3.979911882801414,7511.221428674856
0.1,0.08300543757417389,9.554962040503401,4.143745502374939,8900.587307294962
0.1,-0.1407908041638991,7.179539955855104,4.305732644273377,12764.76725889317
0.1,-0.20097445315627188,6.394187839843654,4.351671846156235,14509.065861238892
0.1,-0.25473479725240256,5.612427563972753,4.397415887800914,16475.053024195393
0.1,-0.3035236864697262,4.835114279094021,4.443187964694125,18692.115519353076
0.1,0.3231924919505225,12.556237594141102,3.740566601500455,7096.134844909116
0.1,0.26843923455084345,12.062111325439087,3.804333598266557,7386.155150115759
0.1,0.18230678207753237,11.130729665675084,3.9246465458426094,7969.312244173101
0.1,0.1093671408915803,10.334361514471933,4.0155849858130495,8620.669237564203
0.1,0.03377366048447738,9.522130262879259,4.09370377557167,9499.671343213504
0.1,-0.039148687175934456,8.723778493668046,4.157558266249455,10609.839857312247
0.1,-0.11031402547575937,7.932674823498152,4.206725301820942,12028.113919270576
0.1,-0.229863089918379,6.359458831321526,4.300669996511319,15510.644084177446
0.1,-0.2805300281500223,5.578237399035915,4.347359602793814,17588.920258055685
0.1,0.4737999969510356,14.986822699966334,3.326694102942906,6526.575963376661
0.1,0.2494166480725469,12.752172521686418,3.653123894455157,7500.400225232959
0.1,0.2030502841198405,12.202119721503255,3.72775517811959,7812.523408808242
0.1,0.12233582483878594,11.15557031871483,3.8646035663601594,8492.28857334699
0.1,0.05833421592996464,10.313118078614554,3.9647849540975635,9187.54200876129
0.1,-0.01096319237847037,9.490902133343305,4.04279172184877,10145.081961886335
0.1,-0.147278733426767,7.899221005325402,4.150238196720505,12933.281509713564
0.1,-0.20581706639949465,7.110414159658472,4.1986273368824385,14668.7509097376
0.1,-0.2584885209450149,6.325080274114424,4.246814882358174,16629.60660486008
0.1,-0.306437604002403,5.54385976514461,4.294801814921668,18840.015669388064
0.1,0.19426892129261597,13.117183036611335,3.5374199426624813,7877.514901337173
0.1,0.15003674308950776,12.445714588401849,3.6328260558079615,8236.998792334189
0.1,0.11037180298243872,11.846939348957218,3.7140718110501663,8610.511624334024
0.1,0.07240217933728824,11.2088599322413,3.8013965218961747,9020.812840556493
0.1,0.009904194801797363,10.305725568999424,3.9074540091486645,9830.868741507873
0.1,-0.1241206069884429,8.668140068884219,4.036532930244797,12350.994569541825
0.1,-0.28748800344484077,6.293441602692446,4.188748266664153,17911.168734481587
0.1,-0.33247346615604184,5.510856001101868,4.238532375286356,20249.89999499809
0.1,0.15840390213221733,13.88898102471156,3.3518773061798326,8164.657022121599
0.1,0.10914948184988515,12.912071776297614,3.4998941215057147,8622.874649321446
0.1,0.026618908612054,11.318082340587594,3.7256445232484046,9595.942724314105
0.1,-0.10496247339543222,9.48907472798754,3.9041954573522153,11907.539029704469
0.1,-0.16658034460338508,8.673647430337617,3.960913736991125,13461.029788085956
0.1,-0.27132373535588483,7.06614062389823,4.070372453054064,17177.170645354094
0.1,-0.31707949173984484,6.272292308391111,4.123748884419562,19396.62563495575
0.1,-0.35924977885700143,5.484502794129103,4.176726461355697,21882.880902294997
0.1,-0.08550037886223792,10.51401327058981,3.7302584575760798,11489.411174358604
0.1,-0.15020297483859082,9.626977429690385,3.799508541042508,13010.65865083469
0.1,-0.2072550055116629,8.765645993451912,3.865084848774661,14716.780808573645
0.1,-0.25822491549629956,7.924011114032615,3.9278397086899295,16618.672352441492
0.1,-0.3045393376845039,7.097687266552802,3.9885538595484746,18743.45105805683
0.1,-0.3470067761767111,6.284014005208344,4.047702745289946,21111.525103222262
0.1,-0.3352609247242762,7.26676605259504,3.8806875057091808,20410.80270908568
0.1,-0.37587006095733755,6.394224825155871,3.9511110602543296,23002.00313596698
0.1,-0.4134388884157551,5.547689352341053,4.018413003405621,25876.84241528297
0.1,-0.47073204775914,4.894933655798263,3.9808042847262444,31399.788810452337
1.0,2.056013975071665,26.830297655520503,3.777368075527413,803.5958287707983
1.0,2.0346438299662637,26.202213578959572,3.8296750942393807,874.5520522848246
1.0,2.0122345487304654,25.597973277337644,3.8757242887755643,953.0685150677042
1.0,1.9890686652256786,25.017698236967185,3.9170385736021984,1038.6232070902515
1.0,1.9647031363386114,24.451151850887037,3.954561326013403,1133.3472643390644
1.0,1.942570986734748,23.914834694341756,3.9953215652191068,1223.5049451302566
1.0,1.921939955522722,23.387306737544833,4.040797612591845,1310.9742028268033
1.0,1.9025759429396207,22.88426877788909,4.086956880844912,1395.978045182442
1.0,1.8843134178768157,22.404126484301088,4.1332608767485555,1478.6268043540904
1.0,1.8429905133870368,21.393182851231472,4.227648352384542,1673.9654203463476
1.0,1.7576706363900951,19.443229200750665,4.417152979460033,2108.347889589533
1.0,1.7225670953177623,18.615797022820814,4.508426372327358,2296.426421500043
1.0,1.639957093913919,16.933464385521475,4.68765778319044,2751.349587161558
1.0,1.5911982682117467,16.081117695412097,4.776437835075839,3022.660322210479
1.0,1.525960319534321,15.154306834407405,4.864728837343969,3381.661573489558
1.0,1.388428071670398,13.62063100910885,5.005486440574388,4092.142271339024
1.0,0.9131552532341377,11.229688270671137,5.202868118572814,5654.3653690030715
1.0,2.013638842535667,26.325966511522992,3.7348362237523114,948.025149106071
1.0,1.9865968383211958,25.611343356308765,3.7904864417684943,1048.0128624634413
1.0,1.9430534426609078,24.579489163362346,3.864086882359336,1221.498615934453
1.0,1.9207717044058374,24.030372244139762,3.9089450617726063,1316.0238684286355
1.0,1.896310743026298,23.424953200421257,3.961545835189045,1424.0656097220312
1.0,1.8719142084289124,22.824816949049442,4.0159247835948175,1536.0603235811193
1.0,1.8479670184305526,22.245636651322243,4.069712457448839,1649.8604184426326
1.0,1.8051611346995322,21.19837569895701,4.17421995008098,1861.9446139515314
1.0,1.7868920048831973,20.72907477125665,4.225194472186256,1955.4854555795062
1.0,1.7685997779636409,20.277346431978934,4.274374250213137,2050.7399947004837
1.0,1.751401572995056,19.85304662131815,4.321369508475243,2141.6100232882254
1.0,1.6306441480343412,17.305875181659466,4.597351422843266,2803.1790004003497
1.0,1.6067006238141894,16.878989950160857,4.642338731991629,2936.4742269543326
1.0,1.5764422440996442,16.41286147519051,4.687026735666046,3104.492469265475
1.0,1.5447184513638135,15.951527380225022,4.731607420372386,3279.304531646965
1.0,1.5071761879148142,15.468359283724132,4.776029066764298,3483.187726123999
1.0,1.468330320003952,14.997192415790073,4.820317345718021,3689.3249550770533
1.0,1.3165421424078099,13.543591608788981,4.953174993651989,4423.7041268268085
1.0,1.2103710678267732,12.791018097059073,5.023799116399026,4850.343834259322
1.0,1.958139224969788,25.844358140911893,3.6560517329027666,1159.6822725708191
1.0,1.9305673822156253,25.151772238554273,3.7128910723612307,1274.0013663902769
1.0,1.9034431329045747,24.50293111662262,3.765810004686504,1392.112566285988
1.0,1.8551993252981474,23.248515775677383,3.8877397903149933,1615.1035656537504
1.0,1.8344154448578989,22.66764912720729,3.950997692970776,1715.8539904166619
1.0,1.7969113547073556,21.64217086258462,4.065730700715403,1903.977649446146
1.0,1.7817396916878585,21.208236520760813,4.117814269123026,1982.1608086293868
1.0,1.7266134487731153,19.860809955186838,4.267565640916192,2274.5345606244937
1.0,1.7067482243452472,19.41355888797421,4.316944479514731,2382.464759792833
1.0,1.6866559396472651,18.975168488901424,4.365320345551121,2492.6473636453825
1.0,1.6665085378587605,18.547318306710032,4.412720725173992,2603.919600751149
1.0,1.5931331702905975,17.22486415283879,4.55094988182643,3011.913027241277
1.0,1.5625441574154058,16.76105071501908,4.5964313807184825,3181.2987209356234
1.0,1.5279120456410844,16.282338149376557,4.641690361247454,3371.053868927769
1.0,1.4894402974533554,15.800270622076651,4.686413058105852,3577.9994629782163
1.0,1.3465604550886316,14.348557666251745,4.819034760907771,4289.187251639961
1.0,1.8515750210706021,24.024113380793857,3.7233388757742154,1632.4800883754021
1.0,1.831702722956469,23.40669023740201,3.796580589191394,1729.1966415993443
1.0,1.8135241917411151,22.866620445462516,3.8604057013504813,1819.6978849846912
1.0,1.7747358460031013,21.783968776611886,3.9866489184591147,2018.6190249725203
1.0,1.7354667200275653,20.762789969583288,4.105722302500574,2226.8168071256346
1.0,1.698243433226313,19.84131425122043,4.2145054319187505,2428.992269606751
1.0,1.6793487581701094,19.408090401239598,4.264887654348708,2532.9259693208755
1.0,1.6593363624865114,18.974919923036218,4.314204984852653,2643.674641587109
1.0,1.6362137184582102,18.526195511301147,4.362632377832631,2772.1784310885014
1.0,1.6090003249250047,18.057760296475458,4.4100987426686835,2923.6767170930652
1.0,1.579281497080119,17.58437094659066,4.457406370589878,3088.7669305114887
1.0,1.5113515636359327,16.627534589191164,4.549804269184498,3460.7133638612377
1.0,1.469406361248404,16.1294049605493,4.595007397761591,3683.693629495183
1.0,1.3734537049984472,15.152574218090775,4.68434924754264,4163.829850430215
1.0,0.4082183844165787,11.122654960274474,5.071638568927278,6740.283748242298
1.0,0.22941317963559954,10.32797062249701,5.123303401136838,7628.924565433757
1.0,1.7479446424064857,21.867657010567896,3.9111497371317885,2160.016359442246
1.0,1.7294554723113145,21.33098784154609,3.9797551985378976,2259.1888818447687
1.0,1.6927565248954466,20.36601804488963,4.098898866888366,2459.0987428554126
1.0,1.6715211972223432,19.88653694170482,4.154343227086857,2576.1748298550638
1.0,1.5958152628521942,18.446526746185555,4.3109350577683205,2997.010181120523
1.0,1.5313108850133321,17.476674874033947,4.407619221823502,3352.556540901531
1.0,1.490215392776664,16.964400355219063,4.454691999830329,3573.8792517859997
1.0,1.4451418272361753,16.453656669839027,4.500976998610351,3809.454993676681
1.0,1.346465560001172,15.485926851846896,4.591540159529837,4289.6216312201395
1.0,1.0495973396328862,13.396569124622149,4.817906945211627,5348.692379986774
1.0,0.5268828290791753,11.882393214064013,4.967121938262482,6382.943750387049
1.0,0.05872915363634351,9.499056377086966,5.127938600507532,9182.745434677994
1.0,1.7521348400777992,22.971704002604667,3.699365576957067,2137.7115958671234
1.0,1.6620311249704294,20.43399440132196,4.027312760797253,2628.7303373311934
1.0,1.6379379522213375,19.907747948434313,4.0893504140580585,2762.5836424782156
1.0,1.6124579000206405,19.40325644437958,4.147040535759562,2904.431963834986
1.0,1.5839737045721791,18.897086058418353,4.201846535130024,3062.756411185282
1.0,1.5486328627694546,18.368257341611816,4.254284570365035,3257.838918632347
1.0,1.5092913060909516,17.836018741624606,4.305247904876252,3471.809861295747
1.0,1.4191098092973846,16.79989465218238,4.402549790777022,3941.299708335
1.0,1.3192134171312622,15.844584379747582,4.495445443544773,4411.972341924308
1.0,1.2055943040390928,14.949912159822079,4.58904972143498,4867.682326797566
1.0,1.0770369880342319,14.139329995390975,4.681261416420831,5275.484229130517
1.0,0.9995034142557543,13.752415213649494,4.726906301747217,5471.309881956897
1.0,0.23506141605527966,11.051411573672983,4.982597431717894,7591.72735289618
1.0,1.6009742557893405,19.989528517073737,4.01072806581446,2968.3291657497357
1.0,1.4848102921584194,18.240767786313555,4.192449033617283,3602.5648402449074
1.0,1.3942334354145287,17.20123070527972,4.295530750787379,4064.0008580871677
1.0,1.287014736976347,16.219373405322038,4.393581588743444,4550.191926016822
1.0,1.1221566381918286,14.954084471582314,4.539999568871715,5144.945056263154
1.0,0.8494571743221555,13.753774253969455,4.680238288621945,5772.467671202221
1.0,0.6985854075655873,13.333639850233288,4.726281151853993,6031.151212798176
1.0,0.3068051240935288,11.81085137860956,4.879384869221806,7177.303297284352
1.0,1.5930846506022522,20.848616472580332,3.8259707252722985,3012.18256747844
1.0,1.5518435854944683,20.07429208784538,3.917820629453791,3240.2075542280872
1.0,1.5087787265274173,19.3926229319423,3.9933576863292606,3474.5685043424132
1.0,1.4656101917413242,18.78370524587362,4.059829245404307,3703.538722653294
1.0,1.4172061508375213,18.20921438891989,4.118517434418828,3950.8068169676735
1.0,1.3631502451711828,17.671987308027575,4.170033167127636,4212.382059602805
1.0,1.0091320616461636,14.959079109882436,4.489047378476053,5448.783205901387
1.0,0.906541589062639,14.546925028859627,4.537547732807122,5667.17680736188
1.0,0.23023727522721987,11.77512907225897,4.834304676049356,7623.451881503086
1.0,1.336088274255662,18.348127234209223,4.0097130678287645,4336.777472816099
1.0,1.2819269578287829,17.75142760692767,4.083295805877096,4571.387229452941
1.0,1.1188761925835107,16.275271235024178,4.274195748845696,5154.879175974768
1.0,0.9519357507302904,15.386064253795391,4.383563979885935,5576.051527170764
1.0,0.8434375196748726,14.969830831081923,4.435399881751266,5783.115482156626
1.0,0.7095605484458737,14.550448709880461,4.4856916951803765,6012.04204767109
1.0,0.49167063430083285,13.73939507518269,4.583384127286978,6475.636034324737
1.0,0.40636920957744455,13.309592767866443,4.63341888396732,6746.994687433646
1.0,-0.01800502498410447,10.151151291159575,4.901292793378905,10256.683990661031
1.0,1.3426034215651863,19.662220805286786,3.752946564247967,4307.2520108196395
1.0,1.272071432499473,18.749540743342315,3.8759402958883586,4611.936379697565
1.0,1.2070752113792205,18.016773988894172,3.9767501841750916,4862.32419304018
1.0,1.0750866361820361,16.859330332583184,4.1364912817630906,5280.837469321593
1.0,0.9992813949502415,16.369203225196387,4.203729973397602,5471.8237489832345
1.0,0.8990636215707984,15.898027741613772,4.265325057238755,5681.490507869849
1.0,0.7681929639700683,15.436829244246278,4.32294649788722,5912.158327234907
1.0,0.6483268598413445,15.007474327152055,4.3781439138612726,6122.002526223381
1.0,0.3765498099066178,13.742474757649068,4.532366146455507,6861.101389046493
1.0,0.11104434096119874,11.70406293827476,4.743671710371075,8603.732140585282
1.0,0.02298412873821104,10.908928191221097,4.8029611387843305,9645.818516772815
1.0,-0.18931005233204162,8.534250280011209,4.946054324674035,14137.155784144403
1.0,-0.2453311505656367,7.7468395053740995,4.990765922727594,16098.5004812576
1.0,-0.34235747425356583,6.181620261549562,5.079978708656718,20829.695743544158
1.0,0.8433125030525501,16.545973644425317,4.120217636169706,5783.335879081025
1.0,0.6991482033368365,16.011743039901923,4.190587600822425,6030.166328986196
1.0,0.40177865629547677,14.60780366643984,4.371712687553456,6763.832865505717
1.0,0.3404824164804901,14.176732127255194,4.426089670683458,7015.274041299326
1.0,0.2329941114323519,13.271784614853468,4.536941881685317,7605.257431932501
1.0,0.06071117762651875,11.66902740562027,4.695954336269174,9158.77612657523
1.0,-0.09206790080684661,10.080146202662082,4.806868127599158,11627.031661763232
1.0,-0.15856743184061048,9.288926779591247,4.852332469346642,13237.007473321528
1.0,-0.2174553734155607,8.499673908192865,4.897659329954834,15065.777214407988
1.0,-0.2706177161267052,7.712944291771907,4.942873843547093,17146.262619734916
1.0,-0.3189377085599005,6.929440515323735,4.987974604368143,19496.539946955385
1.0,-0.36324380910582194,6.1499096430501945,5.032966108860645,22144.02922542899
1.0,0.9845532935015888,18.58528476504288,3.755078269852115,5505.367732180066
1.0,0.4380141996231468,15.67178305582951,4.175397810531525,6637.577453163536
1.0,0.09233570222329182,12.43889444593222,4.576849378138247,8798.497847741033
1.0,0.015750279006103346,11.634330872794951,4.648951089299709,9747.067315230357
1.0,-0.12760651311670293,10.044869701736665,4.755441799684769,12435.298454667683
1.0,-0.1895904327529267,9.253850247021393,4.801658277829853,14145.889914040501
1.0,-0.24507527573077922,8.465065145101072,4.847596719279453,16088.462077877253
1.0,-0.295482750333205,7.678961801020935,4.893443622957065,18293.672954411526
1.0,-0.34152780181930215,6.896356119744194,4.939185020449407,20780.025137367837
1.0,-0.38403832988809256,6.117932250985269,4.984792031049965,23584.490760648892
1.0,-0.42353758323834856,5.3446640557267235,5.030306367412054,26741.470190379714
