rho_core_over_rho_core_sun,BP_RP_model,M_G_model,log10_g_cm_s2,log10_M_g,log10_xi,T_photo_K
100.0,-0.36013329453500603,13.344181589394397,5.602108830806884,17.548713521599037,-20.0,21940.236778268725
100.0,-0.40081488862915354,12.54104076896417,5.65461762216787,17.869969849771124,-20.0,24853.26594633107
100.0,-0.4390299930694025,11.742373433230942,5.706207058110754,18.189436784064416,-20.0,28152.954857638768
100.0,-0.4749438640508883,10.947901032983598,5.757244044515421,18.507225744163357,-20.0,31871.16295282622
100.0,-0.50900065443442,10.15787900599042,5.807584915908032,18.823234554960628,-20.0,36078.387138657905
100.0,-0.5413066458324307,9.3727120766487,5.857316813994819,19.137301326697315,-20.0,40820.78813066595
100.0,-0.5719563055050344,8.5927674823251,5.906699959405968,19.449279164426756,-20.0,46144.83010887835
100.0,-0.601203399624673,7.818738774322103,5.955705185024666,19.75889064762795,-20.0,52133.80497804525
100.0,-0.6289611463560936,7.051243685086231,6.004449654555839,20.065888683322303,-20.0,58808.48903737652
100.0,-0.6554382850339053,6.290625809857334,6.053123477311106,20.370135833413862,-20.0,66255.28791663774
100.0,-0.6805665840990425,5.536808902283638,6.101928854458321,20.67166259644334,-20.0,74488.25162965889
100.0,-0.2023993455854085,16.858965318704954,5.255839106956481,15.642800029874815,-19.5,14555.723162623439
100.0,-0.25590641477150494,15.958704755705382,5.325576079763286,16.002904255074643,-19.5,16523.028097807044
100.0,-0.3042465390069143,15.084986729612693,5.391481212446989,16.35239146551172,-19.5,18728.628158887183
100.0,-0.3486269442454392,14.232851649874076,5.453838422337688,16.693245497407162,-19.5,21211.143513316
100.0,-0.38963344361326663,13.394649985261163,5.5143286178312465,17.02852616325233,-19.5,23996.535997748273
100.0,-0.42815453064335135,12.570173831161924,5.57220425359197,17.358316624892026,-19.5,27151.03790842323
100.0,-0.46413238850117894,11.75483357627785,5.628836031274129,17.684452726845652,-19.5,30680.974716295266
100.0,-0.4984095062087196,10.948935610730597,5.683567990239409,18.006811913064556,-19.5,34690.31163391968
100.0,-0.5307383524127596,10.149928767756595,5.737668847701352,18.32641465025416,-19.5,39179.446350842605
100.0,-0.5907836468843466,8.574112426088154,5.842912018546378,18.956741186921533,-19.5,49887.3190209984
100.0,-0.6186757650864532,7.797002794752002,5.894668767702505,19.267585039455994,-19.5,56210.91971669015
100.0,-0.6452422218882993,7.027314345368845,5.945971476618894,19.575460419209257,-19.5,63250.141285302525
100.0,-0.6706044987632545,6.26480302100389,5.9971274031655,19.88046494895524,-19.5,71075.28344921704
100.0,-0.6948466126725886,5.508776826695099,6.048320215061082,20.182875426678756,-19.5,79754.46211537976
100.0,-0.41692761206680173,13.61824490336633,5.394552099551732,16.43908819601026,-19.0,26170.795872821356
100.0,-0.4543096530493311,12.72665090706888,5.464122697732428,16.795725794529243,-19.0,29654.113380199702
100.0,-0.4891649134311822,11.86280224891485,5.529763796532837,17.141265257790856,-19.0,33539.17245791885
100.0,-0.5219574361117427,11.019488727138693,5.592684514565029,17.478590666501315,-19.0,37883.98026158468
100.0,-0.5530044520317375,10.193846709022772,5.653058470564879,17.808847473747687,-19.0,42749.17969300174
100.0,-0.6103297533133659,8.582577331335058,5.769102941440179,18.45335522482277,-19.0,54212.85080313822
100.0,-0.6368905770232526,7.794281977387286,5.825304240431782,18.76867336640188,-19.0,60919.14479974074
100.0,-0.6864530072116436,6.246273323592967,5.935808522482516,19.38787682791961,-19.0,76603.70725041599
100.0,-0.7096517258818036,5.483169697926193,5.9909482156918115,19.69311827818632,-19.0,85723.93559472766
100.0,-0.5738591147875852,10.387881910934809,5.540913885196408,17.231233392982872,-18.5,46505.612563851086
100.0,-0.602717348347291,9.514477433117577,5.610999821092703,17.580595184109765,-18.5,52471.307231955674
100.0,-0.6297918551273225,8.669378200389398,5.677795276905133,17.918634877201036,-18.5,59025.08495901128
100.0,-0.6554146660385294,7.847103754939615,5.742069234166624,18.24754465538095,-18.5,66248.11547657935
100.0,-0.6797182901492679,7.043252016077222,5.804409806483919,18.569085350925906,-18.5,74189.5704028241
100.0,-0.7028568597805775,6.252772980471323,5.865948840139186,18.885276965168266,-18.5,82916.38967034948
100.0,-0.7250221268615893,5.469950990748716,5.927179132257564,19.19840576105731,-18.5,92530.95773412842
100.0,-0.672171193199348,8.060186859512246,5.63187113334639,17.662311413551897,-18.0,71598.55191650197
100.0,-0.6962412826684503,7.181725716454553,5.707910333317049,18.01369587077497,-18.0,80293.84807185731
100.0,-0.7188612141272936,6.3345600607558685,5.781034706804988,18.352562133054448,-18.0,89723.60252895809
100.0,-0.7406567862280207,5.492215212594721,5.853822106863997,18.689500072318907,-18.0,100165.79993082456
100.0,-0.7540767141443282,5.667782372107001,5.758237774853814,18.119273208513995,-17.5,107355.49669557571
100000.0,0.6216340369851038,26.941612924004957,6.984413914241334,15.109740987754813,-26.0,6173.347620528568
100000.0,0.5192097741563598,26.535407100703146,7.0336912555527435,15.272223317075536,-26.0,6402.333599285198
100000.0,-0.044153378444365975,22.257778074556214,7.4435434860618575,16.98327492753431,-26.0,10697.584370513225
100000.0,0.3910976512611943,26.538430971235485,6.980412152375836,14.7710137688626,-25.5,6804.017035794225
100000.0,0.3252953050730106,26.112926110149935,7.030245027606951,14.941215713296822,-25.5,7086.044325241352
100000.0,0.234472844429265,25.325432295232005,7.127231346845463,15.256213239263994,-25.5,7595.569565991216
100000.0,0.07422159307225722,23.816898273566196,7.281788338115115,15.859626847930317,-25.5,8999.857738667039
100000.0,-0.0796490997150596,22.221626843580175,7.397780840790359,16.497735419924723,-25.5,11369.675368811177
100000.0,-0.14665536032129925,21.42484396409035,7.446486291482501,16.81644857172066,-25.5,12916.902155653062
100000.0,-0.2631522220861489,19.831723782199987,7.535481695006917,17.4536966444768,-25.5,16825.09960872504
100000.0,-0.31345153885409016,19.03551403629372,7.57986106202134,17.77218054283931,-25.5,19203.915888892836
100000.0,0.3001055874827438,26.569881255617453,6.923659689974987,14.258433655109815,-25.0,7211.819669415269
100000.0,0.028095144702006268,23.781668347012285,7.235100169447539,15.373718818551882,-25.0,9575.873661798212
100000.0,-0.04467398490291569,22.982924670349043,7.297561145496835,15.69321628921718,-25.0,10706.806591781975
100000.0,-0.11317824754907284,22.185560823964614,7.351497244665962,16.012161827770946,-25.0,12093.680622138665
100000.0,-0.17701395693685665,21.388746984884094,7.398279816456128,16.33088736340316,-25.0,13763.712746026682
100000.0,-0.23519439438575704,20.59218252248104,7.4431181717773205,16.64951314836438,-25.0,15708.968103138935
100000.0,-0.28771976617634265,19.79574856202654,7.487898274251266,16.96808673254618,-25.0,17922.070843283385
100000.0,-0.335827186549085,18.999570083770017,7.532546648652042,17.28655812384879,-25.0,20443.737142442882
100000.0,-0.46121404669608546,16.613402840050846,7.666047566849467,18.24102502133646,-25.0,30370.621763042996
100000.0,-0.5330658362653624,15.025975012123292,7.754657006612261,18.87599615250748,-25.0,39533.038437575
100000.0,0.27256417584402054,27.084606157836973,6.802688712731714,13.552543694222004,-24.5,7362.35554395229
100000.0,0.2276769105456609,26.62866170462806,6.861729068905778,13.73492147550557,-24.5,7640.50616937935
100000.0,0.18690551081992773,26.186188530083406,6.917586874368117,13.911910745323432,-24.5,7933.567307196156
100000.0,0.14973094033642848,25.75439345768735,6.971063477389105,14.084628774281855,-24.5,8239.68323569996
100000.0,0.11507768047966135,25.322337270858988,7.023931682692496,14.2574512490132,-24.5,8563.411672372758
100000.0,-0.14571970133376527,22.149674457695447,7.302858737017049,15.526516374278618,-24.5,12892.393021154905
100000.0,-0.20674865577540968,21.35285666219996,7.348396065469184,15.845243492476811,-24.5,14699.835405465883
100000.0,-0.3579073980001838,18.963742169967524,7.484008113153463,16.80088928936978,-24.5,21796.18072958309
100000.0,-0.441214699498263,17.372732563830418,7.573809075514062,17.437293131824624,-24.5,28360.73175130594
100000.0,-0.5149128758761017,15.784157985965377,7.66316898925579,18.072722962970644,-24.5,36887.11938934101
100000.0,-0.5488566906455554,14.99132595981864,7.707697506206963,18.38985577342934,-24.5,42051.48623253893
100000.0,-0.6121231007849773,13.410031732266903,7.796500371174289,19.022373464450034,-24.5,54634.19830036058
100000.0,-0.7952265948834423,7.987209362962904,8.103627649194378,21.19150241217163,-24.5,133768.08901245793
100000.0,-0.8382571019897558,6.5007342483223045,8.19023150034213,21.786092458027873,-24.5,170430.66526266973
100000.0,0.16443328651603017,26.717454824744536,6.7914936527892875,13.199404227458981,-24.0,8113.829065712283
100000.0,0.1312792360445772,26.25581845737613,6.85309856166604,13.384058774406343,-24.0,8407.125005839624
100000.0,0.0999876727041366,25.81083030139078,6.910827364954653,13.562054036800482,-24.0,8717.268663192954
100000.0,0.06585567080127545,25.331361796930658,6.969394066422663,13.753841438584534,-24.0,9097.353037786497
100000.0,0.009975774121829642,24.526287106615428,7.0633201961601735,14.075871314710625,-24.0,9829.831806856539
100000.0,-0.11613549535726664,22.912098907817736,7.201094930926154,14.7215465942297,-24.0,12162.145421293451
100000.0,-0.17877807933543863,22.11442597570141,7.249991071428823,15.040615767076234,-24.0,13816.157458954593
100000.0,-0.23598668170981066,21.317458520545784,7.296215656257876,15.359402749138482,-24.0,15738.82037127888
100000.0,-0.2879018435214311,20.520691966611537,7.342201743795198,15.67810937071218,-24.0,17930.643462119566
100000.0,-0.3357433259671252,19.72422229939867,7.388012832629721,15.996697237597328,-24.0,20438.85440957447
100000.0,-0.37990153565685086,18.928133719745915,7.433703778504502,16.31513266945843,-24.0,23286.71517497155
100000.0,-0.4212459049833174,18.13241906926482,7.479165710392593,16.633418529650868,-24.0,26541.55170096508
100000.0,-0.4602051476053979,17.337258098534853,7.524479173816156,16.951482917942855,-24.0,30264.378260237434
100000.0,-0.4968065451280565,16.542813013304077,7.569660928231985,17.269260952035165,-24.0,34486.770451839206
100000.0,-0.5315807115600322,15.749209669301399,7.614679227995667,17.586702289636236,-24.0,39306.91379501319
100000.0,-0.564761068501441,14.95678727094356,7.659604734267612,17.90367124897937,-24.0,44814.13673070055
