"#Xi","#Rho","#Mass","#Temp","#Rad","#Lumi","#HaNII","#G","#Gbp-Grp"
"-25.012492237105025","-13.179449348574986","11.985215354457553","3.8583807752685106","8.825101411598004","-15.857110958599879","2.2771223167755625","52.50645790590187","1.100765660520544"
"-23.511407719976695","-13.679449348574986","11.678348452389416","3.9918858791097964","8.767526899408383","-14.663730055503224","2.754677220311633","51.61764427979888","1.1533633436418924"
"-25.01249875011283","-12.179449348574986","12.84144779673605","3.760528028283673","8.842921120759982","-15.000165078813023","2.3938503337007173","50.2821603831205","1.0871754976996328"
"-23.51134452711845","-13.179449348574986","12.142801775424026","3.9667422869776336","8.7849737099544","-14.199057147751482","3.5276984317912667","50.40735947650153","1.259269413428484"
"-25.01109137989669","-15.679449348574986","9.711024553009546","4.01321653962444","8.757016234731301","-18.130880624671022","1.4282438468416008","59.61430331569224","1.0469005712929516"
"-24.511880483354865","-13.179449348574986","12.052550856708887","3.9047263619430295","8.814580516010318","-15.289456925566439","2.2712384524160245","51.84293319736548","1.1681541147795826"
"-24.00931972812735","-16.679449348574984","8.820357482241539","4.084612020865252","8.635986111800833","-18.020230496602757","0.5137627842868865","60.15110448521105","0.9269081802364383"
"-24.00981576984365","-16.179449348574984","9.292628855796059","4.066214075471244","8.675319983339293","-17.548345564147787","0.377806155314475","58.846712411056714","0.8985920216664312"
"-22.510088822725564","-14.179449348574986","11.264401947707613","4.049799277918987","8.69240623483363","-14.076701794778963","1.9185275518039029","50.751300652615825","1.1248783153518076"
"-24.01083328422694","-15.679449348574986","9.766344194392229","4.049334335972284","8.70543604658525","-17.07553098072277","1.652216338677162","57.542275037694615","0.8862980070882287"
"-22.508804696030097","-15.679449348574986","9.837123425656543","4.105782597814442","8.578065883836091","-15.502989951159105","2.3678562845751605","54.22787385828192","1.0666865957245761"
"-24.01126326246003","-15.179449348574986","10.239785010194876","4.032699327492617","8.72956972630197","-16.60240517706609","1.3405799490190025","56.25354409074387","0.9070616166243681"
"-24.011293094546772","-14.179449348574986","11.177827597435408","3.991274820296685","8.768268016451549","-15.664135266036732","1.9020720442609529","53.716882961268475","1.0418347609353091"
"-24.011317869963836","-13.679449348574986","11.641843392613609","3.966334188184576","8.785685668280902","-15.199989326549607","3.733787325709653","52.44154673735507","1.129088752707986"
"-25.011121029945688","-15.179449348574986","10.17693844124878","3.9901967310910362","8.77415185895471","-17.66485582581768","1.8463390186066935","58.24420858362572","1.0310662036044391"
"-24.011455204200978","-13.179449348574986","12.101238392371085","3.939683953773854","8.801060529847856","-14.74055481417306","1.148681686561202","51.17341419433525","1.2305831554743065"
"-24.011987527226008","-12.679449348574986","12.554294150671941","3.9091707697080373","8.813914420048604","-14.287813265730342","2.45529334705634","49.92696405702297","1.3462661519667662"
"-24.011837024919128","-12.179449348574986","12.995858816790781","3.869818207979328","8.825750581348029","-13.845804770183854","2.811340502371599","48.71562212580878","1.4301801929625952"
"-23.511729894047125","-12.679449348574986","12.600821158719446","3.9401278366627084","8.800373354891349","-13.74122928952775","1.4291214164518444","49.192910104394585","1.3490202516810257"
"-24.01014991959852","-11.679449348574986","13.425792803859563","3.823526393542702","8.83473851890384","-13.413818181077092","3.4328612406770813","47.50681206019101","1.412452486633839"
"-24.004524045583008","-11.179449348574986","13.843199339698394","3.766122724804024","8.842297134328065","-12.990375854343721","3.992330140933473","46.22106861758894","1.3237950333856503"
"-23.995724906972242","-10.679449348574986","14.251960841717592","3.698509408026007","8.849112166184577","-12.57240642924089","4.5467500655545905","44.91372556885103","1.2138820446394476"
