"#Xi","#Mass","#Temp","#Rad","#Lumi","#HaNII","#G","#Gbp-Grp"
"-20.5","13.3100927289432","4.08607514832193","9.60595940730362","-12.0258103169282","2.46362080083035","45.4685764344401","1.05524266185977"
"-22.0","13.7145497936269","4.01202664712524","9.74524353375478","-13.1213163172779","1.52566663986355","47.4393640260769","0.974857251325353"
"-21.0","13.7682742700468","4.04897529524948","9.68527524592752","-12.0676133769366","2.34783792646495","45.3897041328973","1.03293346044699"
"-20.5","13.793277158963","4.06673630744614","9.65174771102348","-11.5426202940045","2.61131388000432","44.2440145107866","1.05691624131255"
"-20.0","13.8136948759781","4.08556362186375","9.60922513648941","-11.0222098767805","2.86924974709905","43.080648123215","1.09986884262033"
"-21.0","14.2422853655549","4.03176556112527","9.71307490680665","-11.5935916734006","2.48460689869043","44.1298829385222","1.07255764954027"
"-20.5","14.2672882544711","4.04952657332193","9.6795473719026","-11.0685985904685","2.74808285222981","42.9841933164116","1.09654043040582"
"-20.0","14.2922911433872","4.06728758551858","9.64601983699855","-10.5436055075364","3.01155880576918","41.8385036943009","1.12052321127138"
"-22.0","14.6455629090476","3.9652105414116","9.78495104143514","-12.1902738048553","1.69109475426713","44.9052913873602","1.13787931594453"
"-21.5","14.6803647524043","3.98978523176329","9.76539360572424","-11.6554852636718","2.34122450090266","44.0344489560771","1.1306798445427"
"-21.0","14.7091842858057","4.01037976254408","9.73707659646661","-11.1266767233137","2.83479390138785","42.989728649415","1.13965373318961"
"-20.5","14.7341871747219","4.02814077474073","9.70354906156256","-10.6016836403816","3.09826985492723","41.8440390273043","1.16363651405516"
"-20.0","14.7592008744481","4.04590779206622","9.67003584132313","-10.0766797540386","3.36165036134441","40.6978675689336","1.18755114787573"
"-19.5","14.7875965326793","4.06555340095976","9.64100069457648","-9.548296223864","3.59517203142735","39.4009627024031","1.19014726086278"
"-21.5","15.1433924089471","3.96552536468992","9.78411020296523","-11.1924403732461","2.45802523614267","42.791880400188","1.21299960961399"
"-21.0","15.1760832060566","3.98899396396288","9.76107828612657","-10.6597617732269","3.18498090408528","41.8495743603077","1.20674981683895"
"-20.5","15.2011008318289","4.00676316210673","9.72757026439065","-10.1347539635248","3.44832674799279","40.7032279186202","1.23063970242665"
"-20.0","15.2296635656183","4.0264090407802","9.69872498763711","-9.60620353399479","3.68160823503902","39.4061073287556","1.23309000806607"
"-19.5","15.294534963734","4.04611354771227","9.71114203506465","-9.04138273233298","3.8626934262884","38.0621059969678","1.20385363195447"
"-19.0","15.3594063618496","4.06581805464435","9.72355908249218","-8.47656193067117","4.04377861753777","36.7181046651801","1.17461725584287"
"-18.5","15.4242777599653","4.08552256157642","9.73597612991971","-7.91174112900936","4.22486380878715","35.3741033333923","1.14538087973127"
"-18.0","15.4626958391345","4.10591305297561","9.71479332287826","-7.37335060985535","4.56203395055853","33.9512374297444","1.15442412957171"
"-22.0","15.5424243994472","3.89676357278659","9.8122093868975","-11.2933620097941","2.442123455211","42.3453969114874","1.31927852523535"
"-21.5","15.5927525604412","3.93222061933195","9.79868762386304","-10.7430551402698","2.98953961114636","41.5281415842027","1.2964566115532"
"-20.5","15.7080263375467","3.98732248153427","9.79771580179465","-9.62785338314084","3.71573353732042","39.3641696396547","1.24431621518799"
"-20.0","15.7728977356624","4.00702698846635","9.81013284922218","-9.06303258147903","3.8968187285698","38.020168307867","1.21507983907638"
"-19.5","15.837769133778","4.02673149539842","9.82254989664971","-8.49821177981722","4.07790391981917","36.6761669760792","1.18584346296478"
"-19.0","15.9026405318937","4.04643600233049","9.83496694407724","-7.93339097815541","4.25898911106855","35.3321656442914","1.15660708685318"
"-18.5","15.9675119300093","4.06614050926257","9.84738399150478","-7.3685701764936","4.44007430231793","33.9881643125037","1.12737071074158"
"-18.0","16.032383328125","4.08584501619464","9.85980103893231","-6.80374937483178","4.6211594935673","32.6441629807159","1.09813433462997"
"-22.0","15.9801758715657","3.85706490403859","9.82321304763746","-10.8555766732912","3.30854539534807","41.0380386669755","1.36672869284358"
"-21.5","16.0326500735483","3.89523101661335","9.81028309601471","-10.3031228769053","3.77350380068201","40.1984614272863","1.3067441507345"
"-21.0","16.0810494847662","3.92598850483412","9.80748811678885","-9.75474821879644","3.73375797395322","39.1283689658173","1.27080859161884"
"-20.5","16.1501487009747","3.96665590348436","9.82047480681712","-9.18568682534795","3.89112260200496","37.8053209276421","1.25734971740035"
"-20.0","16.2150200990903","3.98636041041643","9.83289185424465","-8.62086602368613","4.07220779325434","36.4613195958543","1.22811334128875"
"-19.5","16.279891497206","4.00606491734851","9.84530890167219","-8.05604522202432","4.25329298450371","35.1173182640666","1.19887696517715"
"-19.0","16.3447628953217","4.02576942428058","9.85772594909972","-7.49122442036251","4.43437817575309","33.7733169322788","1.16964058906554"
"-18.5","16.4096342934373","4.04547393121265","9.87014299652725","-6.92640361870069","4.61546336700247","32.429315600491","1.14040421295394"
"-18.0","16.474505691553","4.06517843814473","9.88256004395478","-6.36158281703888","4.79654855825184","31.0853142687033","1.11116783684234"
"-17.5","16.5306568541872","4.08447000512918","9.8986293159811","-5.80547448236771","5.02698899528795","29.7028431786196","1.08411081955417"
"-21.5","16.4488839110901","3.83302618849572","9.81736643997224","-9.88685213976105","3.80429195266669","38.8415711278917","1.2735854996911"
"-21.0","16.5189151573392","3.88421587455776","9.82967358898755","-9.31685121278695","3.93302959512953","37.5484238652314","1.26795684367413"
"-20.5","16.590465198462","3.9370352570851","9.84299049527572","-8.74533158963838","4.0766436440432","36.2375222470052","1.26364403342447"
"-20.0","16.6571424625183","3.96569383236651","9.85565085926713","-8.17869946589323","4.24759685793888","34.9024708838417","1.24114684350111"
