"#Xi","#Mass","#Temp","#Rad","#Lumi","#HaNII","#G","#Gbp-Grp"
"-17.79201716089525","15.055610400638644","4.0165319409572655","8.027349607774756","-3.5496739641164265","6.923114370244759","24.163428478838032","0.6596520628458578"
"-18.043075330908085","15.313541108881452","3.9973252118523988","8.051152522447381","-3.5268471568549353","6.228766974063241","23.871387333983066","0.5383829118293697"
"-19.97360519161073","13.172156440544791","4.021189299069938","7.931966114728173","-7.580956678983523","5.3237755793235015","31.85541621927342","1.1614038030255784"
"-21.553031790696092","15.28578850207489","3.7749328133874","8.058805486675906","-7.0290691184180645","6.833628757405566","29.512466842061514","1.2826845102181395"
"-21.287937784609788","15.741144628800676","3.7210352806230325","8.051152522447381","-6.310204884047093","6.742357979268024","27.613710508934926","1.128294195325477"
"-19.979979136622276","13.619640619973163","4.000954398406458","7.946943270697825","-7.135869867157683","5.744005257327424","30.599945083770486","1.1824689011349179"
"-20.02055720826488","10.924538493731154","4.130526745384164","7.7283537820212285","-9.909893461468709","5.595046575010044","41.461843200661825","1.053098187859213"
"-21.264114548970483","15.355506330666287","3.829310206775691","8.006466042249231","-6.6726446406393345","6.5919286599987155","28.67988463160794","1.1792060189751723"
"-21.190293769300354","15.807566300455337","3.7779702566398683","8.04336227802113","-6.147488175624434","7.019134041265494","27.25942697923719","1.0321073393932956"
"-20.003377404378647","11.558441262086339","4.104794286486278","7.841984804590114","-9.256584105403238","5.952350421710557","39.053348707550185","0.8674707102892896"
"-20.53334895237753","10.390712996306979","4.130623201682595","7.7283537820212285","-10.953060629439745","5.581543575804198","43.80102143090535","1.1730166967102917"
"-20.50828754739274","11.06216871130781","4.106190897263415","7.848189116991398","-10.257653183302892","5.539619617365522","40.944778033523534","1.0967904735791052"
"-20.02321767361759","14.075122508178117","3.978016084115899","7.9661417327390325","-6.72095708217438","5.246271785024406","29.443930645654092","1.180876515058774"
"-20.41243495193958","11.470043406116073","4.084003990608029","7.889301702506311","-9.74638634494087","7.1988078622341","39.10993521519835","0.8532022658463418"
"-20.469743625687748","11.818672349421384","4.0638960381259945","7.905795880367869","-9.442779789309704","6.842844301267309","36.98707579163675","0.9755610231281366"
"-20.486828290741933","12.22335050778349","4.045479453110779","7.9164539485499255","-9.046620473025415","6.4722644957218565","35.69773207111082","1.098287102060226"
"-20.53098912915357","12.656011223914783","4.0274311577669035","7.926856708949693","-8.652075811106707","6.942646489903221","34.468653742934194","1.1492784975484653"
"-20.566469408397882","13.10545373153909","4.007064656378332","7.937016107464814","-8.234218262774247","6.336648608181107","33.32669500251722","1.1773083280886851"
"-20.617419620135195","13.56304120926794","3.983775085285213","7.946943270697825","-7.825035828805299","6.423065471341049","32.21347124365684","1.1966046955891585"
"-19.921381709407974","12.039729653261613","4.081059123001319","7.9003671286564705","-8.690328531519324","5.602703094554372","36.91941649162851","0.8385498781516887"
"-20.138715631614133","14.533896897377177","3.952666542338209","7.980003371583746","-6.375588030784096","6.549246684899116","28.439892732193435","1.158634983209108"
"-19.892980496614932","12.373274376211217","4.05952555273869","7.9164539485499255","-8.316600662739896","5.319971074460795","34.74043716359408","1.0386677226704961"
"-21.055108182741264","11.697341301545611","4.048364105279886","7.866287339084195","-10.137694613444586","6.53682808835558","37.963212353051716","1.0194041983255175"
"-21.062299736195392","12.1465876438157","4.0306806639999015","7.921686475483602","-9.69151949867635","7.298815743219241","37.02069814973798","1.1087523822920389"
"-19.51495826827808","11.424728451677733","4.1283023171643505","7.7283537820212285","-8.90408838824808","6.609456644517465","39.152692780712385","1.0065198907421617"
"-20.692413589389865","14.024480557942814","3.9577844162680647","7.956648579205203","-7.436822640191672","6.255205054825738","31.13470600602404","1.199782423088692"
"-22.594003649926115","14.272002862555853","3.773252387838773","7.984527313343793","-9.081894015533917","6.869783730586232","34.71439670065074","1.3409810917017495"
"-19.496138809666817","12.065706754165175","4.101472117000238","7.841984804590114","-8.242718783339784","6.828564997571611","36.73569900346784","0.777469121493219"
"-19.431582952797555","12.559885641137452","4.075437461585613","7.905795880367869","-7.681766087789646","5.9661623055797115","34.68343725429288","0.8201879356388702"
"-19.359041390023883","12.930193116740726","4.0528477834008605","7.931966114728173","-7.23060739924972","5.258384212696037","32.39032216757179","1.0385290303205537"
"-19.366481177255885","13.289764717310058","4.0330616925381735","7.946943270697825","-6.867631304779436","5.337481565010926","30.558850107491946","1.1225760074283073"
"-19.348503330632578","13.709489969627883","4.013890060328438","7.9661417327390325","-6.423449533945664","5.901668981284418","29.046052937546538","1.144172559436857"
"-19.40221366116073","14.14720178667169","3.9942687483582935","7.984527313343793","-6.0346460731345966","5.0482080712616115","27.857774229060094","1.1187081522579447"
"-19.610470206719135","14.590885122411736","3.9721704271337117","8.002166061756508","-5.795085150340989","6.4846287326739995","27.077312999375547","1.0486677421119168"
"-20.7897927864077","14.48674533282023","3.930103039090909","7.9614210940664485","-7.070635385007495","6.30734013388936","30.087973844551897","1.1933906986337597"
"-18.82583241187981","13.534550676825852","4.046573197662005","7.975431808509263","-6.100403279038225","4.80869902932381","30.10050411276376","0.9653293389219186"
"-18.86097449567643","14.259517449495187","4.006936451364293","7.997823080745725","-5.391590947915052","6.119129790057764","26.702454833951613","0.9530950732325181"
"-18.480416954595405","13.015642437695194","4.0884550450441655","7.795880017344075","-6.278478994608713","9.053622057992493","32.18649483668041","0.6911167544171377"
