"#Xi","#Rho","#Mass","#Temp","#Rad","#Lumi","#HaNII","#G","#Gbp-Grp"
"-19.0","5.2922580659459823e-11","12.3694103726972","4.09566532074606","7.80106858013694","-7.44376951386361","8.04874091229881","35.2936095232029","0.747785707519929"
"-21.5","1.6735575307469136e-10","12.5613836377121","3.96433998602204","7.91548768399736","-9.71164961696047","6.84129662012081","36.7700756452462","1.13642418168055"
"-21.0","1.6735575307469136e-10","12.6101642472463","4.00824474687864","7.93089725500113","-9.16364759348166","7.04572308361254","35.6332522491692","1.14130766524179"
"-19.0","1.6735575307469136e-10","12.9655082518489","4.06737830647577","7.8764464417924","-6.84113230807802","6.80729293665209","32.3054732554021","0.896661279493447"
"-21.5","5.29225324140657e-10","13.0151978073125","3.94148797222058","7.94523286075479","-9.25480665631597","7.047712922423","35.6580838149782","1.19506370099505"
"-21.0","5.29225324140657e-10","13.0669626651027","3.98091578681775","7.94066959181595","-8.704654273991","6.82103576607064","34.4030651731616","1.1761895829051"
"-22.0","1.6735575278448327e-09","13.420651397679","3.87410107133965","7.95675730696718","-9.34566305804626","6.98902530836807","35.6662795045798","1.24547587534694"
"-21.5","1.6735575278448327e-09","13.4719962251689","3.91415901215969","7.95500519756962","-8.79581333682531","6.82302560488109","34.4278967389705","1.22994561865835"
"-21.0","1.6735575278448327e-09","13.5237610829591","3.95358682675686","7.95044192863078","-8.24566095450034","6.59634844852873","33.1728780971539","1.2110715005684"
"-19.0","1.6735575278448327e-09","13.8391548219247","4.02275242841153","7.98028480062931","-5.95575660813447","5.60009180695651","28.6000798907249","1.01654660142216"
"-22.0","5.2922535016840025e-09","13.8770297852351","3.84740223750162","7.96934080332329","-8.88697239965962","6.82501544369155","34.4527283047795","1.28370165441161"
"-21.5","5.2922535016840025e-09","13.9302401382306","3.8876750890783","7.96468997017911","-8.33545247078371","6.60099832443781","33.1934197039684","1.26080334030954"
"-21.0","5.2922535016840025e-09","13.9887963360356","3.931073123315","7.9597153001582","-7.77887497298307","6.38681876498008","31.9182456371633","1.22302242591573"
"-22.0","1.673557498824026e-08","14.343022710572","3.82486069772382","7.97695149398292","-8.4194029579321","6.6847130186346","33.190320892279","1.29239928789935"
"-21.5","1.673557498824026e-08","14.4025341774983","3.86832863554187","7.97054807968568","-7.86202392003953","6.52884332289403","31.9082027791342","1.25149764052201"
"-21.0","1.673557498824026e-08","14.4620456444245","3.91179657335992","7.96414466538845","-7.30464488214696","6.37297362715347","30.6260846659895","1.21059599314467"
"-19.0","1.673557498824026e-08","14.6948583956268","3.98767542284616","7.99285161272129","-5.09018908283548","6.72966324690518","26.0639174964252","0.825968655581284"
"-22.0","5.292253491130889e-08","14.7879657679599","3.78045201045078","8.02075635473538","-7.97320640274504","6.82889149901694","31.9240048389771","1.30582846107351"
"-21.5","5.292253491130889e-08","14.8474772348861","3.82391994826883","8.01435294043815","-7.41582736485247","6.67302180327637","30.6418867258324","1.26492681369617"
"-21.0","5.292253491130889e-08","14.9234023830976","3.88061040594734","7.98473390029669","-6.84254105437948","6.45981458560665","29.3147635419536","1.18484532511552"
"-20.5","5.292253491130889e-08","14.9580775451919","3.89422195192001","8.00074757382447","-6.31061992722073","6.69928918647558","28.0715480372253","1.11902656981154"
"-20.0","5.292253491130889e-08","15.0175520954439","3.91329103782512","8.01822220597092","-5.75603246045255","6.63443419412735","26.9236299917722","1.0100093895675"
"-19.5","5.292253491130889e-08","15.0932672770062","3.93475427987235","8.02664014833974","-5.18638046468484","6.53079770201854","26.1436333187643","0.889483114980966"
"-19.0","5.292253491130889e-08","15.1689824585685","3.95621752191958","8.03505809070856","-4.61672846891713","6.42716120990973","25.3636366457564","0.768956840394435"
"-18.5","5.292253491130889e-08","15.2446976401307","3.97768076396681","8.04347603307738","-4.04707647314942","6.32352471780093","24.5836399727485","0.648430565807904"
"-20.5","1.6735574998428137e-07","15.4271417251476","3.84969982929034","8.03240224482544","-5.84318570105792","6.80708754098215","26.9428265762321","0.998075364246531"
"-20.0","1.6735574998428137e-07","15.5028569067099","3.87116307133757","8.04082018719427","-5.2735337052902","6.70345104887334","26.1628299032242","0.87754908966"
