"#Xi","#Rho","#Mass","#Temp","#Rad","#Lumi","#HaNII","#G","#Gbp-Grp"
"-23.00210912990147","-14.276359361583042","14.101494921617055","3.9347912487990953","9.801986494664334","-13.736433765776118","1.17453185170016","47.74518891154207","1.013399520079922"
"-22.48511735519387","-11.276359361583042","16.75814271296182","3.6966359249772114","9.84846623780176","-10.562627110787036","2.918607861349854","39.67176282007665","1.2935306810522107"
"-21.000495661066985","-15.276359361583042","13.293892586828077","4.066176785772006","9.657486107759059","-12.542501323251289","2.210863074795066","46.65165266852783","0.9932767909589444"
"-23.0016441996871","-13.776359361583042","14.552567837190667","3.8993224739323775","9.815544544112935","-13.284874096689853","1.441318847493619","46.29247158766948","1.0337501283607793"
"-22.50190498111027","-15.776359361583042","12.74452916963674","4.032538179260007","9.725298943058368","-14.593254482323491","1.0513453214078015","51.02166589799635","0.9381008438836602"
"-22.502220144998773","-15.276359361583042","13.215927983910273","4.013637612453532","9.74737296048876","-14.12215922912197","1.8476198986168801","49.720396701549575","0.9605965362790982"
"-16.97247289646372","-12.276359361583042","16.608713408251663","4.106156886966839","9.86655315230186","-5.199951880254446","4.76445428500802","28.77418451820205","0.938644959795905"
"-23.001164975710278","-13.276359361583042","14.991450132176581","3.8583988268711447","9.826754880698191","-12.845485009769796","2.178152270361418","44.973103760193624","1.1094329923649155"
"-22.501683556518763","-13.276359361583042","15.057970893094604","3.9047371783379816","9.815478128073366","-12.279511038772393","2.473704539840875","44.305565889677304","1.176667693464843"
"-22.502448958214703","-14.776359361583042","13.68293083432198","3.990827050567479","9.768156929487928","-13.655371927772173","2.1647762245829423","48.383646056493546","0.9967432881630955"
"-22.498771744021496","-12.276359361583042","15.92751287683728","3.8190171986890595","9.836102480345012","-11.406991082179085","2.8442245661355736","41.876525079129124","1.4265850128003805"
"-22.50240273431385","-14.276359361583042","14.145655980667366","3.9651169982845933","9.786502980070113","-13.192585045485178","2.304279518781635","47.00491636672825","1.0345785206239952"
